App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Polarity,Avg_Subjectivity,Review_Count
Apex Launcher,PERSONALIZATION,4.3,266401,,10000000,Free,0.0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,0.4681670875420875,60
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38.0,1000000,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.4643197278911565,0.517482993197279,35
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.5166216422466423,0.6068617724867725,39
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.0763888888888888,0.4430555555555555,6
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.20640625,0.5825074404761905,32
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,500000,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.25675,0.343287037037037,12
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.3185,0.4763775510204082,35
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.1794183710515555,0.5016910966315729,37
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14.0,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.0134607007575757,0.5222924031986531,40
HD Widgets,PERSONALIZATION,4.3,58617,26.0,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.1818178351985955,0.5138021885521885,31
DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.0333333333333333,0.419047619047619,1
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.2142135145323051,0.5463555010574592,16
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.4722514455782313,0.6184401360544217,35
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,5000000,Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.2252503037199728,0.5277725905176885,34
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.2051790633608815,0.5650367309458219,33
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.8330078125,10000000,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.2475675681057625,0.6578138425360648,36
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.253524397462264,0.4823173608730793,31
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185,,100000000,Free,0.0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.3538759018759018,0.5209487734487734,30
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.390275974025974,0.503655303030303,28
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.3454586448904631,0.5115710678210679,33
Apex Launcher,PERSONALIZATION,4.3,266402,,10000000,Free,0.0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,0.4681670875420875,60
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13.0,10000000,Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.2013448437034746,0.5776225692297121,36
BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000,Paid,9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.184986503080253,0.4101251951173826,40
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,,100000000,Free,0.0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.3074404215313306,0.502509237395601,33
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,,10000000,Free,0.0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up,0.4495659722222222,0.5205729166666667,32
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.2673350933578206,0.5456981066071975,22
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,,100000000,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.1550616629812231,0.4871584284200024,162
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24.0,10000000,Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.2736637188208617,0.5824492063492064,35
Chrome Beta,PRODUCTIVITY,4.4,228794,,10000000,Free,0.0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,0.2316251724639882,0.3778816200855674,38
Google PDF Viewer,PRODUCTIVITY,4.2,226456,,10000000,Free,0.0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.1004104211760461,0.4412866107933072,80
Calculator - unit converter,PRODUCTIVITY,4.7,287250,,50000000,Free,0.0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,0.1833333333333333,0.5333333333333333,1
Google Keep,PRODUCTIVITY,4.4,691474,,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.1000168700347271,0.4888327030112744,120
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3,5000000,Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.1152958152958153,0.4863489736070381,31
ASUS SuperNote,PRODUCTIVITY,4.5,26559,,10000000,Free,0.0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,0.1927914235522931,0.484638308551352,23
HTC File Manager,PRODUCTIVITY,4.2,13500,,10000000,Free,0.0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,0.0889490139490139,0.261050986050986,21
Dropbox,PRODUCTIVITY,4.4,1861310,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.2363305250579099,0.4436356041619199,76
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000,Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.0291666666666666,0.3333333333333333,2
HTC Calendar,PRODUCTIVITY,3.9,6949,,10000000,Free,0.0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,-0.0376262626262626,0.694949494949495,3
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,,10000000,Free,0.0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,0.0631639309764309,0.4153295604858105,24
Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000,Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.1630472817836099,0.3970588474025974,40
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.0840902393083382,0.5222918902085569,78
HTC Mail,PRODUCTIVITY,3.1,6572,,10000000,Free,0.0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.0787479282869907,0.4266290501826216,40
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000,Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.1388515211640211,0.43680291005291,15
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,,50000000,Free,0.0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.1682022607022607,0.3273473530826472,34
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.261371545464382,0.5788869654427428,40
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.1428201362129933,0.4974694997462854,14
Google Keep,PRODUCTIVITY,4.4,691474,,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.1000168700347271,0.4888327030112744,120
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298843,,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.2160376372797108,0.4500429534831867,98
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.0840902393083382,0.5222918902085569,78
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000,Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,0.4358370518370518,0.5656775421363334,39
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695,,1000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.1707539682539683,0.5442857142857143,2
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000,Free,0.0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,0.1119917929292929,0.4526994949494949,12
File Explorer,PRODUCTIVITY,4.1,979,0.703125,100000,Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.2595828157349896,0.456304347826087,23
AndroZip™ FREE File Manager,PRODUCTIVITY,4.2,277794,,10000000,Free,0.0,Everyone,Productivity,"December 7, 2016",Varies with device,Varies with device,0.1173233849483849,0.3901719669219669,39
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,,100000000,Free,0.0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.1550616629812231,0.4871584284200024,162
Google PDF Viewer,PRODUCTIVITY,4.2,226456,,10000000,Free,0.0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.1004104211760461,0.4412866107933072,80
Google Slides,PRODUCTIVITY,4.2,244567,,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.9333333333333332,0.9166666666666666,1
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,,100000000,Free,0.0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.2756545646595997,0.5111720565841794,131
Google Keep,PRODUCTIVITY,4.4,691474,,100000000,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.1000168700347271,0.4888327030112744,120
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397,,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.0840902393083382,0.5222918902085569,78
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.2160376372797108,0.4500429534831867,98
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7,1000000,Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.3190705128205128,0.4697435897435896,1
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000,Free,0.0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,0.15,0.25,2
DigiCal Calendar Agenda,PRODUCTIVITY,4.4,133573,,5000000,Free,0.0,Everyone,Productivity,"July 3, 2018",Varies with device,Varies with device,0.1682127041637911,0.5067420059811364,23
Business Calendar 2,PRODUCTIVITY,4.6,102594,15.0,5000000,Free,0.0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,0.2011411130229001,0.4693857549857549,25
G Cloud Backup,PRODUCTIVITY,4.6,267189,,5000000,Free,0.0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.2841919813902572,0.5738897851828887,29
Dropbox,PRODUCTIVITY,4.4,1861309,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.2363305250579099,0.4436356041619199,76
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000,Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.1298491985987103,0.4733768187830688,36
Baby Panda Learns Shapes,PARENTING,4.0,3789,42.0,1000000,Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.2475370012870013,0.3571943371943372,37
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336,,1000000,Free,0.0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device,0.4325875840980008,0.6301165809499143,39
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073,,500000,Free,0.0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up,0.4174351136851137,0.5475182325182325,37
Baby Name Together,PARENTING,4.0,464,24.0,100000,Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.2859856284856285,0.495269734019734,37
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24.0,500000,Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.3425348246524717,0.5080825644943292,35
Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,1000000,Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.2277602521352521,0.4869619944619944,37
Baby Monitor,PARENTING,4.4,5343,5.2,1000000,Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.2742230725623583,0.4921354875283446,35
Daniel Tiger for Parents,PARENTING,4.7,247,28.0,100000,Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.2796296296296296,0.5090388007054674,3
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2053404,,50000000,Free,0.0,Everyone,Weather,"August 6, 2018",Varies with device,Varies with device,0.2007233097577335,0.4937064606400544,32
Free live weather on screen,WEATHER,4.4,15370,21.0,1000000,Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.3942586105415053,0.5197159565580618,38
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000,Free,0.0,Everyone,Weather,"July 3, 2018",7.1.34.28,5.0 and up,0.4323232323232323,0.5066498316498317,33
"GO Weather - Widget, Theme, Wallpaper, Efficient",WEATHER,4.5,1422858,,50000000,Free,0.0,Everyone,Weather,"August 3, 2018",Varies with device,Varies with device,0.3334000273124918,0.4387031024531024,22
HTC Weather,WEATHER,3.9,22154,,10000000,Free,0.0,Everyone,Weather,"August 10, 2017",8.50.935520,4.4 and up,0.0676248306201405,0.4530939659755449,38
ForecaWeather,WEATHER,4.2,18425,5.3,1000000,Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.3609067650186071,0.5093346291866029,38
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557,5.6,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.3826797385620915,0.5417320261437909,34
HD Video Player,VIDEO_PLAYERS,4.3,1551,2.9,1000000,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.1979934210526316,0.435921052631579,38
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699,4.1,1000000,Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.1860153308635281,0.574268094334508,31
HTC Service － DLNA,VIDEO_PLAYERS,3.9,3484,3.0,10000000,Free,0.0,Everyone,Video Players & Editors,"December 3, 2015",7.10.621414,5.0 and up,0.0183777761277761,0.4493543378543378,37
HTC Service—Video Player,VIDEO_PLAYERS,4.2,6449,,5000000,Free,0.0,Everyone,Video Players & Editors,"February 13, 2015",6.5.852058,5.0 and up,0.0314988689966717,0.4773967837717837,40
Droid Zap by Motorola,VIDEO_PLAYERS,3.8,2093,,5000000,Free,0.0,Everyone,Video Players & Editors,"February 3, 2015",Varies with device,Varies with device,-0.0405373827561327,0.4383898011710512,40
HTC Gallery,VIDEO_PLAYERS,4.1,45744,,10000000,Free,0.0,Everyone,Video Players & Editors,"June 3, 2016",9.51.755029,4.4 and up,0.0315439954390847,0.4448680287966002,28
BluTV,VIDEO_PLAYERS,3.9,28835,,1000000,Free,0.0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device,0.2802807359307359,0.4214222943722944,25
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.0218427159660925,0.5029876189226838,105
BBC News,NEWS_AND_MAGAZINES,4.3,296781,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,0.3889242004321369,63
"Free TV Shows App:News, TV Series, Episode, Movies",NEWS_AND_MAGAZINES,4.6,29706,11.0,1000000,Free,0.0,Teen,News & Magazines,"August 2, 2018",2.71,4.1 and up,0.2715553215553216,0.5907247425997426,37
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.0573478889661925,0.5081744708841328,112
"Dailyhunt (Newshunt) - Latest News, Viral Videos",NEWS_AND_MAGAZINES,4.3,948198,,50000000,Free,0.0,Teen,News & Magazines,"July 19, 2018",Varies with device,Varies with device,-0.0661458333333333,0.5541666666666667,4
ARY NEWS URDU,NEWS_AND_MAGAZINES,4.4,1071,9.7,500000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.8.0,4.1 and up,0.2434258021390374,0.5183455882352942,34
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.093916740226264,0.4967756013093314,117
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000,Free,0.0,Everyone,News & Magazines,"July 19, 2018",8.0.6,4.1 and up,0.2170459941293274,0.377135193338897,27
ARY NEWS,NEWS_AND_MAGAZINES,4.4,2959,9.8,1000000,Free,0.0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up,0.2337442607897153,0.4383516988062442,33
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,,500000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.385865003052503,0.4338217338217338,13
BeyondPod Podcast Manager,NEWS_AND_MAGAZINES,3.9,32121,,1000000,Free,0.0,Everyone,News & Magazines,"April 13, 2018",Varies with device,Varies with device,0.1124582652900175,0.5457182367896654,40
Google News,NEWS_AND_MAGAZINES,3.9,877635,13.0,1000000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.093916740226264,0.4967756013093314,117
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000,Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.1992963335568969,0.4749871450927789,71
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284017,,500000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.385865003052503,0.4338217338217338,13
Fast News,NEWS_AND_MAGAZINES,4.4,84957,,1000000,Free,0.0,Everyone 10+,News & Magazines,"January 13, 2018",Varies with device,Varies with device,0.3463034188034188,0.6042012617012618,39
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",2.42.1.9,4.4 and up,0.1846397907647907,0.4657510221260221,30
Digg,NEWS_AND_MAGAZINES,3.9,6105,,100000,Free,0.0,Teen,News & Magazines,"March 11, 2016",Varies with device,Varies with device,0.0427003148366784,0.5073774104683195,33
BBC News,NEWS_AND_MAGAZINES,4.3,296781,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,0.3889242004321369,63
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000,Free,0.0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up,0.0547054473304473,0.3379659090909091,40
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.0218427159660925,0.5029876189226838,105
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,,100000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.5295,0.551611111111111,15
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.0423618390538033,0.4111693465264894,70
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.1951159148207759,0.4714092048640659,36
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.0573478889661925,0.5081744708841328,112
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.0984165507111935,0.4841472548615406,35
BBC News,NEWS_AND_MAGAZINES,4.3,296781,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device,0.0969990437252342,0.3889242004321369,63
"Fox News – Breaking News, Live Video & News Alerts",NEWS_AND_MAGAZINES,4.5,249919,,10000000,Free,0.0,Everyone 10+,News & Magazines,"July 30, 2018",Varies with device,Varies with device,0.0218427159660925,0.5029876189226838,105
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 29, 2018",3.9.0,4.1 and up,0.0,0.0,1
Haystack TV: Local & World News - Free,NEWS_AND_MAGAZINES,4.3,3684,,100000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.5295,0.551611111111111,15
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"June 6, 2018",3.19.11,5.0 and up,-0.0423618390538033,0.4111693465264894,70
CNN Breaking US & World News,NEWS_AND_MAGAZINES,4.0,293080,25.0,10000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",5.17,4.4 and up,0.0573478889661925,0.5081744708841328,112
"AOL - News, Mail & Video",NEWS_AND_MAGAZINES,4.1,62465,,5000000,Free,0.0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device,0.0921819930910839,0.3985407465710496,33
Google News,NEWS_AND_MAGAZINES,3.9,877643,13.0,1000000000,Free,0.0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.093916740226264,0.4967756013093314,117
BaconReader for Reddit,NEWS_AND_MAGAZINES,4.5,103074,,1000000,Free,0.0,Mature 17+,News & Magazines,"July 2, 2018",Varies with device,Varies with device,0.2280863229009162,0.4700780805894442,33
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000,Free,0.0,Teen,News & Magazines,"July 30, 2018",5.38,4.4 and up,0.1992963335568969,0.4749871450927789,71
Flipboard: News For Our Time,NEWS_AND_MAGAZINES,4.4,1284018,,500000000,Free,0.0,Everyone 10+,News & Magazines,"August 3, 2018",Varies with device,Varies with device,0.385865003052503,0.4338217338217338,13
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000,Free,0.0,Everyone,Maps & Navigation,"July 24, 2018",4.3,5.0 and up,0.2946407459333595,0.4859695165945166,22
Atlan3D Navigation: Korea navigator,MAPS_AND_NAVIGATION,4.2,22063,,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",Varies with device,Varies with device,0.2781841981321148,0.3980161485890652,36
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000,Free,0.0,Everyone,Maps & Navigation,"November 6, 2017",2.4.1,4.0.3 and up,0.2510749072356215,0.4028188775510204,28
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",10.0,4.1 and up,0.6875,0.6541666666666667,4
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000,Free,0.0,Everyone,Maps & Navigation,"July 28, 2018",7.16.8,4.0.3 and up,0.2724778825671683,0.4642450582926773,36
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000,Free,0.0,Everyone,Maps & Navigation,"July 31, 2018",2.7.2,4.0 and up,0.3688950892857143,0.6011644345238095,32
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000,Free,0.0,Everyone,Maps & Navigation,"April 26, 2018",5.2.10,4.1 and up,0.1004489750445632,0.411448726926668,34
Flashlight,TOOLS,4.5,162335,4.9,10000000,Free,0.0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.4054000850340136,0.6072482993197279,35
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000,Free,0.0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up,0.0082938629997453,0.6577408804430863,34
A Word A Day,FAMILY,3.7,2398,2.9,500000,Free,0.0,Everyone,Education,"January 5, 2017",5.8,4.0 and up,0.2772727272727273,0.6690340909090909,4
Akinator,FAMILY,4.3,1805398,55.0,50000000,Free,0.0,Teen,Entertainment,"June 11, 2018",6.5.2,4.4 and up,-0.0148988896693203,0.4953002693665287,38
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000,Free,0.0,Teen,Simulation,"April 22, 2018",8.6,4.0 and up,0.175294237012987,0.5895535714285715,4
Agar.io,GAME,4.2,3815614,32.0,100000000,Free,0.0,Everyone,Action,"July 23, 2018",2.2.8,4.0.3 and up,-0.060602233380726,0.4597304866973984,136
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000,Free,0.0,Everyone,Entertainment,"July 27, 2018",1.3.13,4.1 and up,0.1395563554802685,0.4713615385218646,92
